TP_FUNDO;CNPJ_FUNDO;DENOM_SOCIAL;DT_REG;DT_CONST;DT_CANCEL;SIT;DT_INI_SIT;DT_INI_EXERC;DT_FIM_EXERC;CNPJ_ADMIN;ADMIN
F.I.I.;00.332.266/0001-31;FUNDO DE INVESTIMENTO IMOBILIÁRIO VIA PARQUE SHOPPING - FII;06/02/1995;;;EM FUNCIONAMENTO NORMAL;11/03/1998;01/01/2020;31/12/2020;72.600.026/0001-81;RIO BRAVO INVESTIMENTOS - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA
F.I.I.;28.364.547/0001-95;FUNDO DE INVESTIMENTO IMOBILIÁRIO VIA TOWERS CORPORATE BUILDINGS;25/08/2017;25/07/2017;;FASE PRÉ-OPERACIONAL;25/08/2017;;;15.489.568/0001-95;INTRADER DTVM LTDA
F.I.I.;17.854.016/0001-64;FUNDO DE INVESTIMENTO IMOBILIÁRIO VIDA NOVA - FII;01/07/2014;20/02/2013;;EM FUNCIONAMENTO NORMAL;01/07/2014;01/01/2020;31/12/2020;36.113.876/0001-91;OLIVEIRA TRUST DTVM S.A.
F.I.I.;26.845.760/0001-93;FUNDO DE INVESTIMENTO IMOBILIARIO VILA OLIMPIA;13/01/2017;28/11/2016;;FASE PRÉ-OPERACIONAL;13/01/2017;;;15.489.568/0001-95;INTRADER DTVM LTDA
F.I.I.;10.348.185/0001-83;FUNDO DE INVESTIMENTO IMOBILIÁRIO VOTORANTIM  SECURITIES II;04/10/2010;;;EM FUNCIONAMENTO NORMAL;04/10/2010;01/01/2020;31/12/2020;03.384.738/0001-98;VOTORANTIM ASSET MANAGEMENT DTVM LTDA.
F.I.I.;23.120.006/0001-06;FUNDO DE INVESTIMENTO IMOBILIÁRIO VOTORANTIM BII BTS-FII;09/08/2016;11/08/2015;;EM FUNCIONAMENTO NORMAL;09/08/2016;01/01/2020;31/12/2020;03.384.738/0001-98;VOTORANTIM ASSET MANAGEMENT DTVM LTDA.
F.I.I.;19.805.989/0001-39;FUNDO DE INVESTIMENTO IMOBILIARIO VOTORANTIM LCI BANKS;24/11/2014;21/02/2014;17/08/2018;CANCELADA;17/08/2018;01/01/2019;31/12/2019;03.384.738/0001-98;VOTORANTIM ASSET MANAGEMENT DTVM LTDA.
F.I.I.;27.368.600/0001-63;FUNDO DE INVESTIMENTO IMOBILIÁRIO VOTORANTIM LOGÍSTICA;16/11/2017;13/03/2017;;EM FUNCIONAMENTO NORMAL;15/12/2017;01/01/2020;31/12/2020;03.384.738/0001-98;VOTORANTIM ASSET MANAGEMENT DTVM LTDA.
F.I.I.;23.177.717/0001-09;FUNDO DE INVESTIMENTO IMOBILIÁRIO VOTORANTIM MASTER;21/01/2016;18/08/2015;12/07/2017;CANCELADA;12/07/2017;01/01/2019;31/12/2019;03.384.738/0001-98;VOTORANTIM ASSET MANAGEMENT DTVM LTDA.
F.I.I.;21.500.481/0001-74;FUNDO DE INVESTIMENTO IMOBILIÁRIO VOTORANTIM PATRIMONIAL V;18/11/2016;17/11/2014;;EM FUNCIONAMENTO NORMAL;19/12/2016;01/01/2020;31/12/2020;03.384.738/0001-98;VOTORANTIM ASSET MANAGEMENT DTVM LTDA.
F.I.I.;23.740.552/0001-31;FUNDO DE INVESTIMENTO IMOBILIARIO VOTORANTIM PATRIMONIAL XII;06/04/2016;05/11/2015;;EM FUNCIONAMENTO NORMAL;30/06/2016;01/01/2020;31/12/2020;03.384.738/0001-98;VOTORANTIM ASSET MANAGEMENT DTVM LTDA.
F.I.I.;23.740.575/0001-46;FUNDO DE INVESTIMENTO IMOBILIARIO VOTORANTIM QUATRO BARRAS;10/06/2016;05/11/2015;17/08/2018;CANCELADA;17/08/2018;01/01/2019;31/12/2019;03.384.738/0001-98;VOTORANTIM ASSET MANAGEMENT DTVM LTDA.
F.I.I.;10.347.505/0001-80;FUNDO DE INVESTIMENTO IMOBILIÁRIO VOTORANTIM SECURITIES;14/01/2010;;;EM FUNCIONAMENTO NORMAL;14/01/2010;01/01/2020;31/12/2020;03.384.738/0001-98;VOTORANTIM ASSET MANAGEMENT DTVM LTDA.
F.I.I.;14.422.044/0001-14;FUNDO DE INVESTIMENTO IMOBILIÁRIO VOTORANTIM SECURITIES III;17/10/2011;;;EM FUNCIONAMENTO NORMAL;17/10/2011;01/01/2020;31/12/2020;03.384.738/0001-98;VOTORANTIM ASSET MANAGEMENT DTVM LTDA.
F.I.I.;23.740.595/0001-17;FUNDO DE INVESTIMENTO IMOBILIÁRIO VOTORANTIM SHOPPING;17/07/2018;05/11/2015;;EM FUNCIONAMENTO NORMAL;30/08/2018;01/07/2019;30/06/2020;03.384.738/0001-98;VOTORANTIM ASSET MANAGEMENT DTVM LTDA.
F.I.I.;17.021.244/0001-53;FUNDO DE INVESTIMENTO IMOBILIARIO XP BRIGHTON DESENVOLVIMENTO DE AGENCIAS - FII;07/12/2012;08/10/2012;10/01/2014;CANCELADA;10/01/2014;;;33.868.597/0001-40;CITIBANK DTVM SA
F.I.I.;01.601.918/0001-59;FUNDO FORTALEZA INVESTIMENTO IMOBILIÁRIO;19/12/1996;;;EM FUNCIONAMENTO NORMAL;11/03/1998;01/01/2020;31/12/2020;72.600.026/0001-81;RIO BRAVO INVESTIMENTOS - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA
F.I.I.;00.944.745/0001-09;FUNDO INVEST IMOB HOTEIS LE CANARD;18/12/1995;;18/12/1997;CANCELADA;18/12/1997;;;72.600.026/0001-81;RIO BRAVO INVESTIMENTOS - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA
F.I.I.;22.340.978/0001-35;G5 JOMAFIL - FUNDO DE INVESTIMENTO IMOBILIARIO - FII;18/12/2015;06/04/2015;;EM FUNCIONAMENTO NORMAL;13/01/2016;01/01/2020;31/12/2020;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
F.I.I.;32.222.912/0001-02;GAFISA 2 FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;21/12/2018;22/11/2018;;FASE PRÉ-OPERACIONAL;21/12/2018;;;00.806.535/0001-54;PLANNER CORRETORA DE VALORES SA
F.I.I.;17.590.518/0001-25;GENERAL SHOPPING ATIVO E RENDA FUNDO DE INVESTIMENTO IMOBILIÁRIO;26/06/2013;04/02/2013;;EM FUNCIONAMENTO NORMAL;26/06/2013;01/01/2020;31/12/2020;07.253.654/0001-76;HEDGE INVESTMENTS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.
F.I.I.;11.769.604/0001-13;GENERAL SHOPPING E OUTLETS DO BRASIL FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;19/05/2010;;;EM FUNCIONAMENTO NORMAL;19/05/2010;01/01/2020;31/12/2020;00.806.535/0001-54;PLANNER CORRETORA DE VALORES SA
F.I.I.;26.614.291/0001-00;GGR COVEPI RENDA FUNDO DE INVESTIMENTO IMOBILIÁRIO;11/01/2017;10/11/2016;;EM FUNCIONAMENTO NORMAL;28/04/2017;01/07/2019;30/06/2020;02.671.743/0001-19;CM CAPITAL MARKETS DTVM LTDA
F.I.I.;24.069.712/0001-25;GGR ESTRATÉGIA FUNDO DE INVESTIMENTO IMOBILIÁRIO;05/02/2016;15/01/2016;;LIQUIDAÇÃO;19/09/2019;01/01/2020;31/12/2020;00.806.535/0001-54;PLANNER CORRETORA DE VALORES SA
F.I.I.;26.191.053/0001-20;GOLDEN WEST VX FUNDO DE INVESTIMENTO IMOBILIARIO;14/10/2016;06/09/2016;;EM FUNCIONAMENTO NORMAL;28/12/2016;01/01/2020;31/12/2020;22.610.500/0001-88;VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.
F.I.I.;15.624.288/0001-42;GOLDX FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;18/12/2017;22/05/2012;;LIQUIDAÇÃO;24/08/2018;01/01/2020;31/12/2020;36.113.876/0001-91;OLIVEIRA TRUST DTVM S.A.
F.I.I.;18.929.051/0001-68;GOODMAN PATRIMONIAL I FUNDO DE INVESTIMENTO IMOBILIARIO - FII;04/06/2014;29/08/2013;;EM FUNCIONAMENTO NORMAL;04/06/2014;01/01/2020;31/12/2020;13.486.793/0001-42;BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.
F.I.I.;23.426.470/0001-17;GOODMAN PATRIMONIAL II FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;15/02/2016;22/09/2015;;EM FUNCIONAMENTO NORMAL;16/02/2016;01/01/2020;31/12/2020;13.486.793/0001-42;BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.
F.I.I.;30.871.716/0001-25;GREEN ROCK - FUNDO DE INVESTIMENTO IMOBILIÁRIO;18/07/2018;14/06/2018;;EM FUNCIONAMENTO NORMAL;29/10/2018;01/01/2020;31/12/2020;13.486.793/0001-42;BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.
F.I.I.;27.771.586/0001-44;GRUPO RCFA FUNDO DE INVESTIMENTO IMOBILIARIO;13/06/2017;10/05/2017;;EM FUNCIONAMENTO NORMAL;26/07/2018;01/01/2020;31/12/2020;13.673.855/0001-25;FRAM CAPITAL DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.
F.I.I.;00.944.742/0001-75;GUANABARA FII;17/11/1995;;27/12/2011;CANCELADA;27/12/2011;;;72.600.026/0001-81;RIO BRAVO INVESTIMENTOS - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA
F.I.I.;30.578.417/0001-05;Habitat II - Fundo de Investimento Imobiliário;09/05/2019;18/05/2018;;EM FUNCIONAMENTO NORMAL;29/07/2019;01/01/2020;31/12/2020;22.610.500/0001-88;VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.
F.I.I.;21.156.164/0001-82;HAMAL - FUNDO DE INVESTIMENTO IMOBILIARIO - FII;14/03/2016;04/09/2014;;EM FUNCIONAMENTO NORMAL;29/11/2019;01/01/2020;31/12/2020;36.113.876/0001-91;OLIVEIRA TRUST DTVM S.A.
F.I.I.;14.631.148/0001-39;HAZ FUNDO DE INVESTIMENTO IMOBILIÁRIO;31/05/2012;09/11/2011;;EM FUNCIONAMENTO NORMAL;31/05/2012;01/07/2019;30/06/2020;42.066.258/0001-30;RJI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA
F.I.I.;14.631.148/0001-39;HAZ FUNDO DE INVESTIMENTO IMOBILIÁRIO;31/05/2012;09/11/2011;;EM FUNCIONAMENTO NORMAL;31/05/2012;01/07/2019;30/06/2020;42.066.258/0001-30;RJI CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA
F.I.I.;30.248.180/0001-96;HECTARE CE - FUNDO DE INVESTIMENTO IMOBILIÁRIO;25/09/2018;20/09/2018;;EM FUNCIONAMENTO NORMAL;02/10/2018;01/01/2020;31/12/2020;22.610.500/0001-88;VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.
F.I.I.;27.445.482/0001-40;HEDGE AAA FUNDO DE INVESTIMENTO IMOBILIÁRIO;17/04/2017;15/03/2017;;FASE PRÉ-OPERACIONAL;17/04/2017;;;07.253.654/0001-76;HEDGE INVESTMENTS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.
F.I.I.;27.445.482/0001-40;HEDGE AAA FUNDO DE INVESTIMENTO IMOBILIÁRIO;17/04/2017;15/03/2017;;FASE PRÉ-OPERACIONAL;17/04/2017;;;07.253.654/0001-76;HEDGE INVESTMENTS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.
F.I.I.;12.809.972/0001-00;HEDGE ATRIUM SHOPPING SANTO ANDRÉ FUNDO DE INVESTIMENTO IMOBILIÁRIO;01/11/2010;;;EM FUNCIONAMENTO NORMAL;23/03/2011;01/01/2020;31/12/2020;07.253.654/0001-76;HEDGE INVESTMENTS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.
F.I.I.;12.809.972/0001-00;HEDGE ATRIUM SHOPPING SANTO ANDRÉ FUNDO DE INVESTIMENTO IMOBILIÁRIO;23/03/2011;;23/03/2011;CANCELADA;23/03/2011;01/01/2019;31/12/2019;61.809.182/0001-30;CREDIT SUISSE HEDGING-GRIFFO CORRETORA DE VALORES S.A.
F.I.I.;08.431.747/0001-06;HEDGE BRASIL SHOPPING FUNDO DE INVESTIMENTO IMOBILIÁRIO;28/12/2006;;;EM FUNCIONAMENTO NORMAL;28/12/2006;01/01/2020;31/12/2020;07.253.654/0001-76;HEDGE INVESTMENTS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.
F.I.I.;27.486.542/0001-72;HEDGE LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO;27/04/2017;27/03/2017;;EM FUNCIONAMENTO NORMAL;26/09/2019;01/01/2020;31/12/2020;07.253.654/0001-76;HEDGE INVESTMENTS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.
F.I.I.;27.486.542/0001-72;HEDGE LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO;27/04/2017;27/03/2017;;EM FUNCIONAMENTO NORMAL;26/09/2019;01/01/2020;31/12/2020;07.253.654/0001-76;HEDGE INVESTMENTS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.
F.I.I.;27.486.542/0001-72;HEDGE LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO;27/04/2017;27/03/2017;;EM FUNCIONAMENTO NORMAL;26/09/2019;01/01/2020;31/12/2020;07.253.654/0001-76;HEDGE INVESTMENTS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.
F.I.I.;27.486.542/0001-72;HEDGE LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO;27/04/2017;27/03/2017;;EM FUNCIONAMENTO NORMAL;26/09/2019;01/01/2020;31/12/2020;07.253.654/0001-76;HEDGE INVESTMENTS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.
F.I.I.;16.929.519/0001-99;HEDGE REALTY DEVELOPMENT FUNDO DE INVESTIMENTO IMOBILIÁRIO;29/12/2017;25/10/2012;;EM FUNCIONAMENTO NORMAL;29/12/2017;01/01/2020;31/12/2020;07.253.654/0001-76;HEDGE INVESTMENTS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.
F.I.I.;35.507.262/0001-21;HEDGE RECEBÍVEIS FUNDO DE INVESTIMENTO IMOBILIÁRIO;21/11/2019;14/10/2019;;FASE PRÉ-OPERACIONAL;21/11/2019;;;07.253.654/0001-76;HEDGE INVESTMENTS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.
F.I.I.;35.586.415/0001-73;HEDGE SHOPPING PARQUE DOM PEDRO FUNDO DE INVESTIMENTO IMOBILIÁRIO;22/11/2019;31/10/2019;;EM FUNCIONAMENTO NORMAL;17/12/2019;17/12/2019;30/06/2020;07.253.654/0001-76;HEDGE INVESTMENTS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.
F.I.I.;14.733.211/0001-48;HEDGE SHOPPING PRAÇA DA MOÇA FUNDO DE INVESTIMENTO IMOBILIÁRIO;16/03/2012;01/12/2011;;EM FUNCIONAMENTO NORMAL;16/03/2012;01/01/2020;31/12/2020;07.253.654/0001-76;HEDGE INVESTMENTS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.
F.I.I.;16.875.388/0001-04;HEDGE TOP FOFII 2 FUNDO DE INVESTIMENTO IMOBILIÁRIO;10/05/2013;24/01/2013;;EM FUNCIONAMENTO NORMAL;10/05/2013;01/01/2020;31/12/2020;07.253.654/0001-76;HEDGE INVESTMENTS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.
F.I.I.;18.307.582/0001-19;HEDGE TOP FOFII 3 FUNDO DE INVESTIMENTO IMOBILIÁRIO;19/10/2017;08/07/2013;;EM FUNCIONAMENTO NORMAL;27/02/2018;01/01/2020;31/12/2020;07.253.654/0001-76;HEDGE INVESTMENTS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.
F.I.I.;20.834.884/0001-97;HEDGE TOP FOFII FUNDO DE INVESTIMENTO IMOBILIÁRIO;17/10/2014;07/08/2014;;EM FUNCIONAMENTO NORMAL;17/10/2014;01/01/2020;31/12/2020;07.253.654/0001-76;HEDGE INVESTMENTS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.
F.I.I.;32.903.621/0001-71;HSI LOG I FUNDO DE INVESTIMENTO IMOBILIÁRIO;26/11/2019;20/02/2019;;EM FUNCIONAMENTO NORMAL;09/12/2019;09/12/2019;30/06/2020;62.318.407/0001-19;SANTANDER SECURITIES SERVICES BRASIL DTVM S.A
F.I.I.;32.903.661/0001-13;HSI LOG II FUNDO DE INVESTIMENTO IMOBILIÁRIO;26/11/2019;20/02/2019;;EM FUNCIONAMENTO NORMAL;09/12/2019;09/12/2019;30/06/2020;62.318.407/0001-19;SANTANDER SECURITIES SERVICES BRASIL DTVM S.A
F.I.I.;32.892.018/0001-31;HSI MALLS FUNDO DE INVESTIMENTO IMOBILIÁRIO;07/03/2019;20/02/2019;;EM FUNCIONAMENTO NORMAL;30/07/2019;30/07/2019;30/06/2020;62.318.407/0001-19;SANTANDER SECURITIES SERVICES BRASIL DTVM S.A
F.I.I.;30.017.492/0001-99;HUSI FUNDO DE INVESTIMENTO IMOBILIÁRIO;29/03/2018;12/03/2018;;EM FUNCIONAMENTO NORMAL;19/04/2018;01/01/2020;31/12/2020;00.806.535/0001-54;PLANNER CORRETORA DE VALORES SA
F.I.I.;20.040.197/0001-08;IBC FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;13/12/2019;18/02/2014;;EM FUNCIONAMENTO NORMAL;23/12/2019;01/01/2020;31/12/2020;45.246.410/0001-55;PLURAL S.A. BANCO MULTIPLO
F.I.I.;01.193.012/0001-42;ICATU I FDO DE INV IMOB;21/03/1996;;12/01/1999;CANCELADA;12/01/1999;;;31.265.903/0001-28;ICATU PARTICIPAÇÕES LTDA
F.I.I.;08.098.114/0001-28;ICON REALTY I FUNDO DE INVESTIMENTO IMOBILIÁRIO;26/06/2006;;;EM FUNCIONAMENTO NORMAL;26/06/2006;01/07/2019;30/06/2020;62.318.407/0001-19;SANTANDER SECURITIES SERVICES BRASIL DTVM S.A
F.I.I.;28.893.734/0001-66;IMMOB I FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;31/10/2017;13/10/2017;;EM FUNCIONAMENTO NORMAL;01/02/2018;01/01/2020;31/12/2020;00.066.670/0001-00;BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.
F.I.I.;32.655.589/0001-52;IMMOB II FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;20/02/2019;18/01/2019;;EM FUNCIONAMENTO NORMAL;17/05/2019;01/01/2020;31/12/2020;00.066.670/0001-00;BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.
F.I.I.;34.691.925/0001-48;IMMOB III  FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;30/10/2019;30/09/2019;;EM FUNCIONAMENTO NORMAL;27/11/2019;01/01/2020;31/12/2020;00.066.670/0001-00;BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.
F.I.I.;34.693.040/0001-88;IMMOB IV - BRAGANÇA FUNDO DE INVESTIMENTO IMOBILIÁRIO;07/02/2020;16/08/2019;;FASE PRÉ-OPERACIONAL;07/02/2020;;;00.066.670/0001-00;BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.
F.I.I.;01.768.798/0001-89;INCORPORACOES BIRMANN FDO INV IMOB;18/03/1996;;28/08/1999;CANCELADA;28/08/1999;;;72.600.026/0001-81;RIO BRAVO INVESTIMENTOS - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA
F.I.I.;15.463.207/0001-70;INHAÚMA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;15/04/2013;20/04/2012;;EM FUNCIONAMENTO NORMAL;15/04/2013;01/01/2020;31/12/2020;00.329.598/0001-67;ÍNDIGO INVESTIMENTOS DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA
F.I.I.;34.007.109/0001-72;INTER TITULOS IMOBILIARIOS FUNDO DE INVESTIMENTO IMOBILIARIO;05/07/2019;07/06/2019;;EM FUNCIONAMENTO NORMAL;23/08/2019;01/01/2020;31/12/2020;18.945.670/0001-46;INTER DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS
F.I.I.;15.447.108/0001-02;INTERNACIONAL SHOPPING FUNDO DE INVESTIMENTO IMOBILIÁRIO;07/12/2016;12/04/2012;;EM FUNCIONAMENTO NORMAL;01/03/2018;01/01/2020;31/12/2020;59.281.253/0001-23;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
F.I.I.;15.447.108/0001-02;INTERNACIONAL SHOPPING FUNDO DE INVESTIMENTO IMOBILIÁRIO;07/12/2016;12/04/2012;;EM FUNCIONAMENTO NORMAL;01/03/2018;01/01/2020;31/12/2020;59.281.253/0001-23;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
F.I.I.;21.917.235/0001-12;IPS PB - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;26/05/2015;28/01/2015;;EM FUNCIONAMENTO NORMAL;26/05/2015;01/01/2020;31/12/2020;13.486.793/0001-42;BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.
F.I.I.;21.500.500/0001-62;IRB INTERNACIONAL FUNDO DE INVESTIMENTO IMOBILIARIO - FII;11/09/2015;17/11/2014;;EM FUNCIONAMENTO NORMAL;20/10/2015;01/01/2020;31/12/2020;03.384.738/0001-98;VOTORANTIM ASSET MANAGEMENT DTVM LTDA.
F.I.I.;24.976.492/0001-13;IRON CAPITAL REAL ESTATE I - FUNDO DE INVESTIMENTO IMOBILIÁRIO;15/06/2016;18/01/2016;;EM FUNCIONAMENTO NORMAL;03/06/2019;01/01/2020;31/12/2020;00.806.535/0001-54;PLANNER CORRETORA DE VALORES SA
F.I.I.;10.410.463/0001-85;ITACOATIARA FUNDO DE INVESTIMENTO IMOBILÁRIO;19/12/2017;17/02/2009;;EM FUNCIONAMENTO NORMAL;19/12/2017;01/01/2020;31/12/2020;00.806.535/0001-54;PLANNER CORRETORA DE VALORES SA
F.I.I.;22.646.161/0001-90;IZAR FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;10/03/2016;01/06/2015;;EM FUNCIONAMENTO NORMAL;08/04/2016;01/01/2020;31/12/2020;36.113.876/0001-91;OLIVEIRA TRUST DTVM S.A.
F.I.I.;35.950.032/0001-32;JERA RENDA RESIDENCIAL FUNDO DE INVESTIMENTO IMOBILIÁRIO;29/01/2020;07/01/2020;;FASE PRÉ-OPERACIONAL;29/01/2020;;;13.486.793/0001-42;BRL TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.
F.I.I.;15.489.509/0001-17;JFDCAM - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;27/04/2015;24/04/2012;;EM FUNCIONAMENTO NORMAL;27/04/2015;01/01/2020;31/12/2020;12.063.256/0001-27;MONETAR DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.
F.I.I.;16.915.868/0001-51;JHSF RIO BRAVO FAZENDA BOA VISTA CAPITAL PROTEGIDO FUNDO DE INVESTIMENTO IMOBILIARIO - FII;22/07/2013;18/09/2012;;EM FUNCIONAMENTO NORMAL;22/07/2013;01/01/2020;31/12/2020;00.360.305/0001-04;CAIXA ECONOMICA FEDERAL
F.I.I.;17.198.404/0001-34;JIVE ATIVOS IMOBILIÁRIOS FUNDO DE INVESTIMENTO IMOBILIÁRIO;26/11/2015;15/10/2012;;EM FUNCIONAMENTO NORMAL;04/12/2015;01/01/2020;31/12/2020;05.389.174/0001-01;MODAL  D.T.V.M. LTDA
F.I.I.;26.642.834/0001-94;JIVE ATIVOS IMOBILIÁRIOS II - FUNDO DE INVESTIMENTO IMOBILIÁRIO;06/01/2017;10/11/2016;;EM FUNCIONAMENTO NORMAL;02/08/2018;01/01/2020;31/12/2020;30.723.886/0001-62;BANCO MODAL S.A.
F.I.I.;23.768.932/0001-84;JK TOWN FUNDO DE INVESTIMENTO IMOBILIÁRIO I;05/07/2016;10/04/2015;12/12/2017;CANCELADA;12/12/2017;01/01/2019;31/12/2019;30.723.886/0001-62;BANCO MODAL S.A.
F.I.I.;30.982.880/0001-00;JPP ALLOCATON MOGNO FUNDO DE INVESTIMENTO IMOBILIÁRIO;04/12/2018;25/06/2018;;EM FUNCIONAMENTO NORMAL;17/12/2018;01/07/2019;30/06/2020;22.610.500/0001-88;VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.
F.I.I.;17.216.625/0001-98;JPP CAPITAL FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;03/05/2013;04/01/2013;;EM FUNCIONAMENTO NORMAL;03/05/2013;01/07/2019;30/06/2020;11.758.741/0001-52;BANCO FINAXIS S.A.
F.I.I.;11.268.335/0001-01;JPP FII - FII;11/11/2009;;;EM FUNCIONAMENTO NORMAL;11/11/2009;01/01/2020;31/12/2020;00.066.670/0001-00;BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.
F.I.I.;13.371.132/0001-71;JS REAL ESTATE MULTIGESTÃO - FII;08/06/2011;;;EM FUNCIONAMENTO NORMAL;08/06/2011;01/01/2020;31/12/2020;03.017.677/0001-20;BANCO J. SAFRA S.A.
F.I.I.;17.002.316/0001-15;JS REAL ESTATE RECEBÍVEIS IMOBILIÁRIOS FII;18/12/2012;03/10/2012;30/09/2014;CANCELADA;30/09/2014;;;03.017.677/0001-20;BANCO J. SAFRA S.A.
F.I.I.;13.842.733/0001-15;JS REAL ESTATE RENDA IMOBILIÁRIA - FII;31/10/2011;;30/09/2014;CANCELADA;30/09/2014;;;03.017.677/0001-20;BANCO J. SAFRA S.A.
F.I.I.;23.876.086/0001-16;JT PREV FUNDO DE INVESTIMENTO IMOBILIÁRIO D. HAB;23/03/2016;10/12/2015;;EM FUNCIONAMENTO NORMAL;16/11/2016;01/07/2019;30/06/2020;00.806.535/0001-54;PLANNER CORRETORA DE VALORES SA
F.I.I.;33.841.981/0001-59;KIEV FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;13/12/2019;08/11/2019;;EM FUNCIONAMENTO NORMAL;16/12/2019;01/01/2020;31/12/2020;67.030.395/0001-46;PLANNER TRUSTEE DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.
F.I.I.;30.816.679/0001-52;KINEA CO-INVESTIMENTO FUNDO DE INVESTIMENTO IMOBILIÁRIO;03/07/2018;20/06/2018;;EM FUNCIONAMENTO NORMAL;22/03/2019;01/07/2019;30/06/2020;62.418.140/0001-31;INTRAG DTVM LTDA.
F.I.I.;30.130.708/0001-28;KINEA HIGH YIELD CRI FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;13/04/2018;03/04/2018;;EM FUNCIONAMENTO NORMAL;03/07/2018;01/07/2019;30/06/2020;62.418.140/0001-31;INTRAG DTVM LTDA.
